id,source,destination,distance_meters,road_type,speed_limit_kmh,capacity
4653,2178293618,2178293626,11.13,secondary,40.0,200
4654,2178293618,13905111284,169.99,secondary,40.0,200
4655,2178293626,2178293618,11.13,secondary,40.0,200
4656,2178293626,618685378,471.37,tertiary,30.0,100
4657,2178293626,2442519133,50.15,secondary,40.0,200
4658,2178293626,13508229965,404.53,secondary,40.0,200
4659,2192596437,13844361435,577.11,primary,50.0,300
4660,2192596454,1880477225,142.12,primary,50.0,300
4661,2192596454,1880477225,146.09,primary,50.0,300
4662,2192596458,1879817555,345.01,primary,50.0,300
4663,2216091725,245680020,389.93,secondary,40.0,200
4664,2216091725,10880576113,178.35,secondary,40.0,200
4665,2216534449,11925687118,7.41,secondary_link,35.0,150
4666,2216534449,13802289409,103.97,secondary,40.0,200
4667,2216534453,4390304646,19.12,tertiary,30.0,100
4668,2216534555,6197216780,24.0,secondary,40.0,200
4669,2216534555,10277746013,386.56,secondary,40.0,200
4670,2216800747,7379493811,7.03,primary_link,40.0,250
4671,2216800747,245657814,317.16,primary_link,40.0,250
4672,2216800747,11929912785,469.19,primary,50.0,300
4673,2216800803,10281800034,6.84,tertiary,30.0,100
4674,2216800803,5330411163,904.34,tertiary,30.0,100
4675,2221887687,1375170795,410.05,tertiary,30.0,100
4676,2221887687,1375170801,532.03,tertiary,30.0,100
4677,2221887687,1375170792,65.92,tertiary,30.0,100
4678,2222708534,13649360799,6.44,tertiary,30.0,100
4679,2222708534,13649360792,239.14,tertiary,30.0,100
4680,2222708554,13654859208,5.09,tertiary_link,25.0,80
4681,2222708554,13786521452,96.67,tertiary,30.0,100
4682,2222708871,629021717,393.19,secondary,40.0,200
4683,2222709056,13648926262,26.43,secondary,40.0,200
4684,2222709056,629017401,11.15,secondary,40.0,200
4685,2222709254,9697896134,76.73,tertiary,30.0,100
4686,2224023731,1351183145,344.21,tertiary,30.0,100
4687,2224023731,13819263247,121.78,tertiary,30.0,100
4688,2224023731,13819263242,315.63,tertiary,30.0,100
4689,2227587399,13852702698,10.5,trunk,60.0,400
4690,2227587399,2227587469,43.85,tertiary,30.0,100
4691,2227587469,13852702697,11.93,tertiary,30.0,100
4692,2227587469,7366287334,1135.55,tertiary,30.0,100
4693,2227587469,13851727132,114.19,tertiary,30.0,100
4694,2227588045,13765678316,101.12,tertiary,30.0,100
4695,2227588045,7366287339,12.28,tertiary,30.0,100
4696,2227588045,7366008439,431.61,tertiary,30.0,100
4697,2227588329,7366008439,15.86,tertiary,30.0,100
4698,2228291339,2299204467,11.61,tertiary,30.0,100
4699,2228291339,10279470671,426.96,primary,50.0,300
4700,2228291339,11925364172,309.85,tertiary,30.0,100
4701,2228291492,13733782462,23.33,tertiary,30.0,100
4702,2228291492,13744397693,780.42,tertiary,30.0,100
4703,2228291492,11925364172,21.05,tertiary,30.0,100
4704,2228292627,1643413909,657.72,secondary,40.0,200
4705,2230881385,10610724587,10.2,secondary_link,35.0,150
4706,2230881385,13787809091,270.92,secondary,40.0,200
4707,2230881419,2440247158,12.87,tertiary,30.0,100
4708,2230881419,13787809090,858.18,tertiary,30.0,100
4709,2230881419,1960733730,143.39,primary,50.0,300
4710,2230881545,13555600538,13.76,tertiary,30.0,100
4711,2230881545,11925288310,122.96,secondary,40.0,200
4712,2230881603,2230881915,612.9,tertiary,30.0,100
4713,2230881603,13780408164,52.59,tertiary,30.0,100
4714,2230881915,12852430699,225.7,tertiary,30.0,100
4715,2230881915,2230881603,610.71,tertiary,30.0,100
4716,2231178020,2146838100,456.24,tertiary,30.0,100
4717,2231178213,2231178576,1687.3,tertiary,30.0,100
4718,2231178576,2231178213,1687.3,tertiary,30.0,100
4719,2231178576,10880576113,3187.25,tertiary,30.0,100
4720,2231178576,2146838100,5260.27,tertiary,30.0,100
4721,2233650285,13185495402,3.57,secondary,40.0,200
4722,2233650285,7394181663,291.93,tertiary,30.0,100
4723,2233650285,1172443519,819.05,secondary,40.0,200
4724,2233651344,13718317718,17.59,tertiary,30.0,100
4725,2233651344,13718317723,111.34,tertiary,30.0,100
4726,2233651626,13718317702,157.05,tertiary,30.0,100
4727,2233651771,13718980976,157.37,tertiary,30.0,100
4728,2233652193,1201343937,76.23,tertiary,30.0,100
4729,2233652193,9861074902,65.8,tertiary,30.0,100
4730,2233870975,2236679734,1226.36,secondary,40.0,200
4731,2233870975,619193782,1149.47,secondary,40.0,200
4732,2233870975,1389428534,2306.87,tertiary,30.0,100
4733,2233871937,13723183135,6.06,secondary_link,35.0,150
4734,2233871937,2233871965,147.38,secondary,40.0,200
4735,2233871965,7271727250,6.15,secondary_link,35.0,150
4736,2233871965,5938773130,150.2,secondary,40.0,200
4737,2236679363,9901775210,355.93,secondary,40.0,200
4738,2236679363,1184074193,602.57,secondary,40.0,200
4739,2236679734,2233870975,1226.36,secondary,40.0,200
4740,2236679734,9901775210,319.56,secondary,40.0,200
4741,2236679734,630301865,1622.32,secondary,40.0,200
4742,2237026865,13262290337,220.86,primary,50.0,300
4743,2237026865,13262290340,271.51,tertiary,30.0,100
4744,2237116133,1960732302,748.08,trunk,60.0,400
4745,2238597919,6573759453,23.9,trunk,60.0,400
4746,2238597919,245664662,18.77,secondary,40.0,200
4747,2238597924,6573759453,36.42,secondary,40.0,200
4748,2238597924,1643264260,95.48,secondary,40.0,200
4749,2238597924,2238597919,35.44,secondary,40.0,200
4750,2241633911,630678344,113.33,secondary,40.0,200
4751,2241842966,245653961,222.63,tertiary,30.0,100
4752,2241842966,13015483301,22.99,tertiary,30.0,100
4753,2242267356,1078664328,93.99,secondary,40.0,200
4754,2242267356,1078664557,99.05,secondary,40.0,200
4755,2242576961,1651530996,441.28,tertiary,30.0,100
4756,2242576961,3273736683,437.31,tertiary,30.0,100
4757,2242576961,1651530994,206.84,tertiary,30.0,100
4758,2242576961,7374011329,447.27,tertiary,30.0,100
4759,2242577182,969754625,34.37,tertiary,30.0,100
4760,2242577182,13609057635,6.59,tertiary_link,25.0,80
4761,2242577574,1651531023,217.02,tertiary,30.0,100
4762,2242577574,13593409669,16.44,tertiary,30.0,100
4763,2242610558,245673683,160.82,tertiary,30.0,100
4764,2242610558,969803872,252.2,tertiary,30.0,100
4765,2244632754,1643210517,17.55,secondary,40.0,200
4766,2244632754,1643210518,36.4,tertiary,30.0,100
4767,2244632763,2244632787,288.98,tertiary,30.0,100
4768,2244632787,2244632789,34.93,tertiary_link,25.0,80
4769,2244632787,2244632763,288.98,tertiary,30.0,100
4770,2244632787,2244632808,130.52,tertiary,30.0,100
4771,2244632789,2244632787,34.93,tertiary_link,25.0,80
4772,2244632789,2176144748,319.1,primary,50.0,300
4773,2244632808,2244632787,130.52,tertiary,30.0,100
4774,2244632808,2244632843,451.78,tertiary,30.0,100
4775,2244632808,2244632810,32.7,tertiary,30.0,100
4776,2244632810,2244632808,32.7,tertiary,30.0,100
4777,2244632810,2244632789,131.06,primary,50.0,300
4778,2244632843,2244632844,30.94,tertiary,30.0,100
4779,2244632843,2244632808,451.78,tertiary,30.0,100
4780,2244632843,245655959,146.14,tertiary,30.0,100
4781,2244632844,2244632843,30.94,tertiary,30.0,100
4782,2244632844,2176144788,440.18,primary,50.0,300
4783,2244790383,2249163422,143.41,secondary,40.0,200
4784,2244790383,11919771279,427.44,trunk,60.0,400
4785,2244790774,7374437642,10.43,tertiary,30.0,100
4786,2244790774,13844086533,339.49,secondary,40.0,200
4787,2244791091,1651530899,284.36,tertiary,30.0,100
4788,2244791091,1651530855,465.41,tertiary,30.0,100
4789,2244791091,1147531757,290.59,tertiary,30.0,100
4790,2244791352,7374443602,8.83,tertiary,30.0,100
4791,2244791352,564738600,318.79,secondary,40.0,200
4792,2244791352,1147531968,388.76,tertiary,30.0,100
4793,2244792180,12756716797,460.37,secondary,40.0,200
4794,2244792452,13609142495,7.86,tertiary,30.0,100
4795,2244793235,1651522081,229.42,secondary,40.0,200
4796,2244793235,1651522081,2765.86,secondary,40.0,200
4797,2244793235,13434117133,762.29,secondary,40.0,200
4798,2244797443,245666850,245.02,tertiary,30.0,100
4799,2244797443,6583665827,756.2,tertiary,30.0,100
4800,2244797443,5346806116,302.17,tertiary,30.0,100
4801,2244894190,9132477581,10.94,primary_link,40.0,250
4802,2244894190,13859586518,1996.0,primary,50.0,300
4803,2244894228,2249163902,481.73,trunk,60.0,400
4804,2244894228,3797666810,488.36,tertiary,30.0,100
4805,2244961394,10243354692,123.11,tertiary,30.0,100
4806,2244961394,2244961457,434.48,tertiary,30.0,100
4807,2244961457,13719082384,12.29,primary,50.0,300
4808,2244961457,13719082385,13.09,tertiary,30.0,100
4809,2244961457,2244961394,434.48,tertiary,30.0,100
4810,2244961593,1366097133,1634.93,tertiary,30.0,100
4811,2244961593,1366900663,332.22,tertiary,30.0,100
4812,2244962111,13946963969,410.61,tertiary,30.0,100
4813,2244962111,3736964761,74.37,tertiary,30.0,100
4814,2244962171,10908118289,10.4,tertiary_link,25.0,80
4815,2244962171,1366900900,39.51,tertiary,30.0,100
4816,2244962270,1366901048,277.7,tertiary,30.0,100
4817,2244962270,1366901065,177.87,tertiary,30.0,100
4818,2244962270,1366901129,118.16,tertiary,30.0,100
4819,2244962347,3708879297,236.66,primary,50.0,300
4820,2244962391,7388408794,309.07,tertiary,30.0,100
4821,2244962391,3708879285,285.18,tertiary,30.0,100
4822,2245075637,1960732185,59.3,tertiary,30.0,100
4823,2245075637,4759328741,187.39,tertiary,30.0,100
4824,2245075637,2622177385,418.01,tertiary,30.0,100
4825,2245093304,8592017232,11.62,secondary_link,35.0,150
4826,2245093304,13766349502,542.36,secondary,40.0,200
4827,2245095080,8512889150,1460.01,tertiary,30.0,100
4828,2245095080,13610790389,69.32,tertiary,30.0,100
4829,2246157800,3213739255,507.45,tertiary,30.0,100
4830,2246157800,2176144736,160.45,secondary,40.0,200
4831,2246471647,1654348910,107.42,secondary,40.0,200
4832,2246471647,10207397924,14.17,tertiary,30.0,100
4833,2246471784,10824774388,40.92,trunk,60.0,400
4834,2246471784,6583578109,23.85,trunk_link,50.0,350
4835,2246471784,3212163820,960.84,motorway,80.0,500
4836,2246471991,6576059828,34.09,tertiary,30.0,100
4837,2246472307,10207331621,9.64,tertiary,30.0,100
4838,2246472307,7383907141,175.68,tertiary,30.0,100
4839,2246472316,619305731,348.84,trunk,60.0,400
4840,2246472380,12560606618,11.0,tertiary,30.0,100
4841,2246472380,1643035294,95.47,tertiary,30.0,100
4842,2246472380,4357300487,323.23,tertiary,30.0,100
4843,2246472414,2246472463,94.66,tertiary,30.0,100
4844,2246472414,10207331617,10.33,tertiary_link,25.0,80
4845,2246472463,13725384759,11.26,tertiary_link,25.0,80
4846,2246472463,245668306,512.0,tertiary,30.0,100
4847,2246472695,2264152068,187.64,trunk,60.0,400
4848,2246472695,6583122230,14.48,tertiary,30.0,100
4849,2246473687,2426264772,15.79,tertiary,30.0,100
4850,2246473687,12378228210,973.85,trunk,60.0,400
4851,2246661809,11419951308,290.62,secondary,40.0,200
4852,2246661809,13881175045,284.25,secondary,40.0,200
4853,2246662462,245671926,18.42,tertiary,30.0,100
4854,2246662462,10653810932,198.59,tertiary,30.0,100
4855,2246850880,3890222362,10.0,tertiary,30.0,100
4856,2246850880,5518220731,418.02,tertiary,30.0,100
4857,2246850880,5727570452,157.03,tertiary,30.0,100
4858,2246850897,7728028038,158.97,motorway_link,70.0,450
4859,2246850997,2246851094,377.3,tertiary,30.0,100
4860,2246850997,9891097277,33.33,tertiary,30.0,100
4861,2246851004,2913877844,499.19,tertiary,30.0,100
4862,2246851004,5968988237,309.24,tertiary,30.0,100
4863,2246851069,2246851094,487.42,tertiary,30.0,100
4864,2246851094,2246850997,377.3,tertiary,30.0,100
4865,2246851094,2246851069,487.42,tertiary,30.0,100
4866,2246851094,2246851210,272.2,tertiary,30.0,100
4867,2246851210,2913869240,10.58,tertiary,30.0,100
4868,2246851210,2913877841,417.86,secondary,40.0,200
4869,2246851210,2246851094,272.2,tertiary,30.0,100
4870,2247988700,6576032315,12.49,secondary_link,35.0,150
4871,2247988700,13980306849,66.78,secondary,40.0,200
4872,2247988788,3405371511,12.49,secondary,40.0,200
4873,2247988788,6571887195,287.84,secondary,40.0,200
4874,2247989176,13528689952,6.68,tertiary_link,25.0,80
4875,2247989176,7206407305,55.93,tertiary,30.0,100
4876,2248464985,6117660551,540.49,tertiary,30.0,100
4877,2248465012,5928768104,2845.01,trunk,60.0,400
4878,2248482698,7324602775,248.52,trunk,60.0,400
4879,2248482698,648857360,252.19,trunk,60.0,400
4880,2248781882,6243685417,13.85,tertiary,30.0,100
4881,2248781882,4328161648,665.09,tertiary,30.0,100
4882,2248781882,10171361141,34.79,tertiary,30.0,100
4883,2248782010,648865016,938.82,tertiary,30.0,100
4884,2248782010,2249163976,50.83,tertiary,30.0,100
4885,2248782010,13397634730,55.51,tertiary_link,25.0,80
4886,2248800164,2248800178,69.72,tertiary,30.0,100
4887,2248800164,7361391771,914.43,tertiary,30.0,100
4888,2248800164,7361391771,42.6,tertiary_link,25.0,80
4889,2248800178,2248800164,69.72,tertiary,30.0,100
4890,2248800178,7361391771,58.82,tertiary,30.0,100
4891,2248800178,7361391770,128.39,tertiary,30.0,100
4892,2248800994,10244260001,8.4,secondary_link,35.0,150
4893,2248800994,632299700,38.36,secondary,40.0,200
4894,2248801048,10244260001,55.38,secondary_link,35.0,150
4895,2248801048,10244260002,35.64,secondary,40.0,200
4896,2248801048,7362076314,426.57,secondary,40.0,200
4897,2248801573,5912237924,8.04,tertiary,30.0,100
4898,2248801573,1366794913,504.25,tertiary,30.0,100
4899,2248802401,10207346714,14.49,tertiary,30.0,100
4900,2248802401,6571910349,151.45,secondary,40.0,200
4901,2248802695,9860341832,4.46,secondary,40.0,200
4902,2248802695,6576088910,112.98,secondary,40.0,200
4903,2249163368,13947125474,253.89,tertiary,30.0,100
4904,2249163368,13947125474,247.93,trunk,60.0,400
4905,2249163422,11372637545,490.43,tertiary,30.0,100
4906,2249163422,2249163520,288.85,secondary,40.0,200
4907,2249163520,11919771279,14.3,tertiary,30.0,100
4908,2249163520,3794378247,344.07,tertiary,30.0,100
4909,2249163520,13840721725,303.68,secondary,40.0,200
4910,2249163570,7357634710,23.3,trunk,60.0,400
4911,2249163570,2249163578,13.85,secondary,40.0,200
4912,2249163578,7357634711,12.93,secondary,40.0,200
4913,2249163578,13840721725,16.74,secondary,40.0,200
4914,2249163670,2249163684,43.36,primary,50.0,300
4915,2249163670,3794378170,1566.22,secondary,40.0,200
4916,2249163684,13842517997,15.43,primary,50.0,300
4917,2249163684,2249163695,22.41,secondary,40.0,200
4918,2249163695,9130240904,42.75,primary,50.0,300
4919,2249163695,2249163812,302.14,secondary,40.0,200
4920,2249163790,2249163812,37.23,tertiary,30.0,100
4921,2249163790,9130240904,311.51,secondary,40.0,200
4922,2249163790,1651554245,91.15,tertiary,30.0,100
4923,2249163812,2249163790,37.23,tertiary,30.0,100
4924,2249163812,2249163917,402.09,secondary,40.0,200
4925,2249163902,11919771280,1889.16,trunk,60.0,400
4926,2249163917,2249163937,29.17,tertiary,30.0,100
4927,2249163925,2249163917,15.43,secondary,40.0,200
4928,2249163925,2249163998,509.88,trunk,60.0,400
4929,2249163937,13831045216,136.97,tertiary,30.0,100
4930,2249163937,13831045216,139.94,tertiary_link,25.0,80
4931,2249163963,9800986552,57.83,tertiary,30.0,100
4932,2249163963,10277271915,1227.87,tertiary,30.0,100
4933,2249163976,2248782010,50.83,tertiary,30.0,100
4934,2249163976,2249163998,199.08,tertiary,30.0,100
4935,2249163998,13766600593,28.03,trunk,60.0,400
4936,2249201919,2249201922,59.64,trunk,60.0,400
4937,2249201922,2249268668,91.58,primary,50.0,300
4938,2249201922,2249201933,648.32,trunk,60.0,400
4939,2249201933,2249268703,236.1,primary,50.0,300
4940,2249201933,2249201958,542.47,trunk,60.0,400
4941,2249201946,1511336025,679.34,tertiary,30.0,100
4942,2249201946,2249201958,237.17,primary,50.0,300
4943,2249201958,2249201967,256.86,trunk,60.0,400
4944,2249201967,11389889510,179.23,trunk_link,50.0,350
4945,2249201967,2249202000,450.24,trunk,60.0,400
4946,2249201995,13470000968,25.26,trunk_link,50.0,350
4947,2249202000,2249202008,276.3,trunk,60.0,400
4948,2249202008,2249202017,41.19,trunk_link,50.0,350
4949,2249202008,2249202021,302.7,trunk,60.0,400
4950,2249202017,10277277855,117.06,trunk_link,50.0,350
4951,2249202017,1511336025,589.7,tertiary,30.0,100
4952,2249202021,2244790383,561.2,trunk,60.0,400
4953,2249268387,13765867249,65.22,trunk,60.0,400
4954,2249268388,7397333179,153.48,secondary,40.0,200
4955,2249268388,2249268415,408.16,trunk,60.0,400
4956,2249268394,7397333179,48.87,tertiary,30.0,100
4957,2249268398,2249268394,7.53,secondary,40.0,200
4958,2249268398,13723179022,626.45,tertiary,30.0,100
4959,2249268415,2251057081,53.68,trunk,60.0,400
4960,2249268416,2249268398,290.41,secondary,40.0,200
4961,2249268416,1178623177,21.8,trunk_link,50.0,350
4962,2249268453,11012174108,444.06,secondary,40.0,200
4963,2249268453,2251057083,824.02,trunk,60.0,400
4964,2249268465,2249268505,446.02,trunk,60.0,400
4965,2249268465,2249268494,233.24,secondary,40.0,200
4966,2249268491,9697896119,4.81,tertiary,30.0,100
4967,2249268491,12123666451,204.78,tertiary,30.0,100
4968,2249268494,13800513449,5.71,tertiary,30.0,100
4969,2249268494,9697896119,18.35,secondary,40.0,200
4970,2249268505,12123666452,9.17,trunk,60.0,400
4971,2249268513,12123666436,287.12,trunk_link,50.0,350
4972,2249268513,13820044822,640.91,trunk,60.0,400
4973,2249268595,13817629811,353.23,primary,50.0,300
4974,2249268595,2249201919,908.01,trunk,60.0,400
4975,2249268637,13089014212,259.12,primary,50.0,300
4976,2249268668,2399106360,14.09,primary,50.0,300
4977,2249268668,2399105035,631.38,primary,50.0,300
4978,2249268702,2249268637,953.36,primary,50.0,300
4979,2249268702,1511525618,199.79,primary,50.0,300
4980,2249268703,1511531477,29.88,primary,50.0,300
4981,2249269726,2251057084,124.11,secondary,40.0,200
4982,2249269726,2249268415,32.45,trunk_link,50.0,350
4983,2249302241,1632712364,234.87,tertiary,30.0,100
4984,2249302241,1177128691,497.11,trunk,60.0,400
4985,2249302243,2251057070,12.19,tertiary,30.0,100
4986,2249302243,13765867244,346.3,trunk,60.0,400
4987,2249326297,2250992804,1177.28,trunk,60.0,400
4988,2249326297,986518122,55.89,secondary,40.0,200
4989,2249326319,1153987056,28.68,trunk,60.0,400
4990,2249326337,13730599850,5.98,tertiary,30.0,100
4991,2249326337,2249326345,184.19,tertiary,30.0,100
4992,2249326345,13730599849,4.74,tertiary,30.0,100
4993,2249326347,12258308248,5.81,tertiary,30.0,100
4994,2249326347,13718317730,115.39,tertiary,30.0,100
4995,2249326353,2249326347,122.43,tertiary,30.0,100
4996,2249326353,13732758315,430.29,trunk,60.0,400
4997,2249330788,9972058097,37.32,tertiary,30.0,100
4998,2249330788,13720645658,271.1,tertiary,30.0,100
4999,2249330788,1177128691,171.13,tertiary,30.0,100
5000,2250251314,1596018871,105.06,secondary,40.0,200
5001,2250251314,1388354194,386.11,secondary,40.0,200
5002,2250655498,414595039,7.98,tertiary,30.0,100
5003,2250655498,414595016,596.5,tertiary,30.0,100
5004,2250655498,1960733406,110.92,primary,50.0,300
5005,2250655557,5868392390,19.35,trunk,60.0,400
5006,2250655557,11939157086,41.32,trunk,60.0,400
5007,2250655573,13416028709,15.09,tertiary_link,25.0,80
5008,2250655573,2227588329,265.51,tertiary,30.0,100
5009,2250676354,2251057093,288.7,trunk,60.0,400
5010,2250757251,1646690902,778.14,tertiary,30.0,100
